话题,详细内容,备注补充内容,,,,,,,,,,,
大芯板,大芯板（细木工板/木工板/木芯板/三合板/马六甲板）,,,,,,,,,,,,
大芯板,大芯板，俗称细木工板、木工板，是具有实木板芯的胶合板，它将原木切割成条，拼接胶粘成芯，外贴面材加工而成，其竖向（以芯板材走向区分）抗弯压强度差，但横向抗弯压强度较高。面材按层数可分为三合板、五合板等。,,,,,,,,,,,,
大芯板,而马六甲板，就是用马六甲木材做芯板的大芯板。,,,,,,,,,,,,
大芯板,家装公司的木工打的柜子，就是用的这种板子。还可用在门窗及套、隔断、假墙、暖气罩、窗帘盒等。,,,,,,,,,,,,
大芯板,质量好的大芯板木条连接紧密，整齐,,,,,,,,,,,,
大芯板,大芯板的上限与下限相差极大。品质高的大芯板握钉力好，不易变形、强度高，具有质坚、吸声、绝热等特点，而且含水率不高，在10%—13%之间，加工简便，用途广泛。而品质差的大芯板握钉力差，变形系数大。共同的缺点是防潮性差，尽量避免用在厨卫。,,,,,,,,,,,,
大芯板,决定大芯板品质的因素有很多。,,,,,,,,,,,,
大芯板,大芯板的材种有如杨木、桦木、松木、泡桐等，其中以杨木、桦木为最好，质地密实，木质不软不硬，而泡桐的质地很轻、较软、吸收水分大，握钉力差，不易烘干，制成的板材在使用过程中，当水分蒸发后，板材易干裂变形。而松木质地坚硬，不易压制，拼接结构不好，握钉力差，变形系数大。大芯板根据材质的优劣及面材的质地分为“优等品”、“一等品”及“合格品”。,,,,,,,,,,,,
大芯板,大芯板的工艺要求很高，不仅需要足够的场地让木材有充足的时间进行适应性自然干燥，而且还要通过干燥窑进行严格的干燥工艺控制。另外，其加工设备的优劣程度不仅需要大量的资金投入，也是能否保证产品加工精度和质量的关键。,,,,,,,,,,,,
大芯板,芯板加工工艺分为机拼与手拼两种。手工拼制是用人工码放木条，木条受到的侧向挤压力较小，木条间缝隙较大，拼接缝隙不均匀，握钉力差。而机拼的芯板木条间受到的挤压力较大，缝隙极小，拼接平整，承重力均匀，因此机拼板材结构紧凑，长期使用不易变形。,,,,,,,,,,,,
大芯板,另外，用于芯材的胶粘剂种类决定了大芯板的环保性能的好坏，如果不想因为甲醛超标危害自己的健康，请勿购买和使用廉价劣质大芯板，请认准符合国家标准的品牌产品。此外，在家装过程中还是尽量控制减少大芯板的使用数量，以降低甲醛排放量。,,,,,,,,,,,,
大芯板,优点：品质高的大芯板强度高、握钉力好，吸音、隔热，加工简便，用途广泛,,,,,,,,,,,,
大芯板,·缺点：防潮性差，避免用在厨卫；环保性一般，市场产品质量差异较大。,,,,,,,,,,,,
大芯板,·使用位置：木工打的柜子，门窗及套、隔断、假墙、暖气罩、窗帘盒等。,,,,,,,,,,,,
大芯板,·推荐品牌：兔宝宝、莫干山、千年舟等。,,,,,,,,,,,,
指接板,指接板（实木集成板/拼接板/实木拼接板）,,,,,,,,,,,,
指接板,指接板也叫拼接板、实木集成板，指接板由多块木板拼接而成，上下不再粘压夹板，由于竖向木板间采用锯齿状接口，类似两手手指交叉对接，使得木材的强度和外观质量获得增强改进故称指接板。指接板算是真正意义上的实木板，区别于人造板。,,,,,,,,,,,,
指接板,指接板与大芯板的用途一样，由于上下表面无需粘贴面板，用胶量大大减少，指接板用的胶一般是乳白胶，即聚醋酸乙烯酯的水溶液，即使分解了也就变成醋酸。安全无毒，常温固化，非常环保，已经有越来越多的人选用指接板用来代替大芯板。,,,,,,,,,,,,
指接板,指接板的外观有天然纹理，一般用木蜡油进行涂刷，防止变形。但是由于缺少了饰面的加持，外观比较单一，不一定能与装修风格相匹配。这恐怕是它最大的缺点了。理论上也是可以贴饰面的，但似乎有多此一举的感觉，是性价比不高的方案。所以指接板用于全屋定制的很少，用于成品家具会比较多，还有木工现场制作。,,,,,,,,,,,,
指接板,在这里顺便提一嘴，通常我们说的实木家具，一般都是指的一些比较好品种的木材的实木直拼板，比较常见的比如橡木、柚木、水曲柳、胡桃木等等，更名贵的还有花梨木、紫檀（红木）、红椿等等。比较次的就是松木了。有些不良商家会用橡胶木来冒充橡木，还有的会有一些普通木材的指接板作为基材，表面加名贵木材的实木贴皮来冒充高档的实木家具，平常人难以分辨。,,,,,,,,,,,,
指接板,指接材和重组木，国内直接用来冒充顶替实木产品。,,,,,,,,,,,,
指接板,·优点：胶少且安全，环保性好，平整易加工、有天然纹理，物理性能优于天然实木。,,,,,,,,,,,,
指接板,·缺点：外观单一，风格有限,,,,,,,,,,,,
指接板,·使用位置：成品家具、木工打的家具，装修基层板等。,,,,,,,,,,,,
指接板,·推荐品牌：兔宝宝、莫干山、千年舟等。,,,,,,,,,,,,
实木,1.普通实木家具标准品大都是定尺定型的，尤其是以淘宝天猫上的实木家具为多数都把尺寸做的较小，这样一来省料，中高档实木家具木材材料成本是大头，二来方便物流运输且能节省物流费用，物流计价方式是以体积重量来计算，越大就越重，物流费也就越高；而定制家具则是完全按需制作的，尺寸和款式方面是客户自己需要和想要的，所以这一点上定制更划算；,原料：森林原木，大树干,,,,,,,,,,,
实木,2.全屋定制是同一厂家同一种品牌和等级的木材按照成熟和稳定耐用的工艺结构制作，避免了东家一件，西家一件这种拼凑式的家具搭配，实木家具不同于板式家具，实木的天然属性太大，别说是不同木材，即使是同一种木材，不同产地林场，不同木材供应商的原木烘干处理都不一样，何况木材还分等级，后期不同工厂使用的涂装材料也不一样而造成的家具差别很大，全屋定制实木家具可以保证用料的统一性，最大限度的保证家具外观效果的整体一致性，而单件拼凑式的购买最后的结果往往是一个房间同一种木材的各种实木家具木质效果看着都不一样的尴尬。,承重力：4星,,,,,,,,,,,
实木,3.全屋定制实木家具，数量和金额达到一定程度后工厂生产方面材料利用率会更高一点，加工效率会更高效一点，总体价格往往会有一些优惠，所以会比同等用料和工艺质量的家具一件一件的买更划算。,抗弯曲能力：4星,,,,,,,,,,,
实木,实木的东西贵一些，以成品居多。但是由于现在的房价越来越高，基于实用性的考虑，很多实木家具也是可以实现定制的，就是价格会比板式的高一些。说是定制，个人觉得其实可改造性非常小，可以理解为半成品。,防潮性能：2星,,,,,,,,,,,
实木,对于普通人来说，能用来定制的实木一般都是比较便宜的木材，比如松木、橡胶木、桦木、杉木、榆木、榉木等。,环保性能：5星,,,,,,,,,,,
实木,其中，松木用得最多，不那么硬，用来做儿童房的家具，床、衣柜、书桌都很合适，另外还有很多用来做榻榻米的。,是否易于造型：4星,,,,,,,,,,,
实木,国产松木一般没啥人用，品质差，跟杉木一样，做柜子的柜板，或者床的内板比较多。用得最多的松木是俄罗斯樟子松，但是它的松油味比较重。预算够的话就用新西兰松木，纹理更漂亮，味很少。,握钉力：4星,,,,,,,,,,,
实木,不同松木的纹理差不多，做成家具以后，外观差别也不大，只是进口松木可能味道小很多，气味敏感的家庭可以选择更好的松木。,是否利于加工：2星,,,,,,,,,,,
实木,松木定制的品牌很多，能进行定制的厂家也很多，在红星美凯龙等各种家具商场里都有各种品牌，大家用的材料基本都是不同品种的松木。,性价比：太贵了，不划算,,,,,,,,,,,
实木,定制的话就看工艺处理的细节，越贵的松木，节疤越少，细节处理得越漂亮，而且油脂越少，味道也就越轻。,忌用浴室,,,,,,,,,,,
实木,但是松木定制一般用水性漆，色调都接近原木色，比较单一，而且水性漆覆盖性不那么强，细节处可能有纹路，不光滑。还有就是门板的款式比较少，造型少。,适用卧室衣柜门板,,,,,,,,,,,
实木,这个松木指接板，就是板条两端做出参差的齿（这个板是暗齿的，表面看不见齿），互相扣住，然后用少量的胶把它们粘合起来。用胶比直拼板要多一点儿，但是现在都比较注意环保了，所以也都是环保的，是可以用的，只是美观性差一点儿，胜在价格优势。,,,,,,,,,,,,
实木,中端的木材，有白橡、红橡、水曲柳等，价格也差不多。大家真要定制，选颜色和款式就行了。其中，水曲柳相对容易变形一些。,,,,,,,,,,,,
实木,名贵一些的木材比如胡桃、柚木、红木这些都是成品家具为主。,,,,,,,,,,,,
实木,同样的木材还要区分一下是直拼板还是指接板。前者用胶少，更环保，但是稳定性差一点，价格高……但是好看啊……大家选哪种都好，看自己预算和喜好来定吧。,,,,,,,,,,,,
实木,在实木定制里，大家看中的就是可以刷木蜡油，木蜡油比水性漆更环保，但是对于木材的保护性不如水性漆。,,,,,,,,,,,,
实木,但是实木家具养护起来，真心累。我考虑我是冬天家具入场，放味，开窗通风，而且人又不住那儿，我怕实木家具扛不住北京冬天的风，我家是全南向，白天太阳足得很，再加上通风冷风吹，要是还没住进去就干裂，就哭了……,,,,,,,,,,,,
实木,反正，就是有点担心，放弃大面积使用了。目前还在次卧的家具上纠结要不要白橡木成品。所幸，还有点纠结的时间……,,,,,,,,,,,,
实木,1、找全屋定制商家。有些商家在新小区建了团购群，可以了解大致方案和费用。再逛逛家居城，去门店多了解，顺便学习一下，因为实木的木材太多了，我们外行也不懂，去门店听店员介绍可以快速涨知识，也可以了解到商家是否专业，是否有实力。,,,,,,,,,,,,
实木,2、报价。如果已经有设计师出过效果图，直接拿效果图找商家报价即可。注意做设计的时候就要让设计师考虑用原木这一点，因为有些风格原木很难做出来，要么就需要做特殊处理才做得出来，可能要加钱。精装房没有设计师的话，就先了解自己家里的尺寸，拿尺寸给店家做一个初步报价。一定要多找几家门店进行报价，实木的报价方式千差万别，拿到各家报价单一对比，就很容易发现哪一家猫腻多。,,,,,,,,,,,,
实木,3、选木材。实木有很多种木材，价格都不一样，可以自由搭配，让店家用不同价格的木材多做几份报价单，找到符合自己预算的配置。我,,,,,,,,,,,,
实木,4、注意木材厚度。报价单中一般会注明木材厚度，注意比较一下各家的木材厚度，比如柜门、柜体、背板的厚度。,,,,,,,,,,,,
实木,5、问清楚标配五金、油漆、把手品牌，升级配件的收费标准，其他增项的收费标准。有些店家看起来单价很低，但很有可能五金油漆把手配的是最差的，后期增项无穷无尽。另外做特殊造型（指定门型、玻璃门板、罗马柱等等）的费用，增加抽屉的费用都要详细询问。我,,,,,,,,,,,,
实木,6、问清楚商家，柜子在生产过程中能不能传柜子照片，或者直接去工厂参观。如果商家给你看柜子未上漆的样子，那么说明厂家还算靠谱，如果不给看，那可能有猫腻，需要留个心眼，万一用了贴皮的板材以次充好我们就亏大了。,,,,,,,,,,,,
密度板,"也叫中纤板
密度板是以木质纤维或其他植物纤维为原料，经纤维制备，施加合成树脂，在加热加压的条件下，压制成的板材。优缺点∶密度板由于结构均匀，材质细密，性能稳定，耐冲击，易加工，主要用于强化木地板、门板、家具等，密度板在家装中主要用于混油工艺的表面处理，密度板密度太高，很容易开裂，所以没有办法做家具。一般密度板都是用来做室内外装潢、办公和民用家具、音响、车辆内部装饰或者墙板、隔板等制作材料，密度板的主要缺点就是不防潮，见水容易发胀，而且密度板的握钉力较差，由于纤维密集细碎，致使密度板握钉的能力要比实木板都要差。","原料：通常是用树木的枝干和枝丫，经过打碎研磨的工艺，打成木碎，然后胶水粘合，干燥、铺装后热压面制成。
承重力：4星
抗弯曲能力：4星
防潮性能：2星
环保性能：3星
是否易于造型：4星
握钉力：4星
是否利于加工：3星
性价比：4星
忌用 浴室
适用卧室衣柜、橱柜",,,,,,,,,,,
